symbol,week,closed,stopped,weeks_held,rule_pct,mfe_pct,mae_pct,hold12_pct,near_results
KIRLOSENG,2023-03-04/2023-03-10,True,False,12,9.11,18.15,-4.53,9.11,False
MGL,2023-03-04/2023-03-10,True,True,2,-2.64,2.06,-2.95,5.22,False
CYIENT,2023-03-18/2023-03-24,True,False,12,47.71,51.45,-4.71,47.71,False
APTECHT,2023-04-01/2023-04-07,True,False,12,22.26,44.43,-1.71,22.26,False
IGL,2023-04-01/2023-04-07,True,False,12,0.85,9.88,-2.88,0.85,False
KSB,2023-04-01/2023-04-07,True,True,2,-3.6,1.99,-4.83,-4.31,False
APOLLOPIPE,2023-04-08/2023-04-14,True,False,12,22.67,28.46,-1.56,22.67,False
GRAUWEIL,2023-04-08/2023-04-14,True,True,3,-2.91,5.3,-5.17,-4.34,False
LINCOLN,2023-04-08/2023-04-14,True,True,3,-3.74,2.74,-4.62,2.09,False
CSBBANK,2023-04-15/2023-04-21,True,True,7,-4.72,5.25,-6.65,3.16,True
CYIENT,2023-04-15/2023-04-21,True,False,12,23.77,33.59,-1.92,23.77,True
GLENMARK,2023-04-15/2023-04-21,True,False,12,37.36,37.9,-0.73,37.36,False
KECL,2023-04-15/2023-04-21,True,False,12,13.12,34.37,-7.39,13.12,False
LUMAXTECH,2023-04-15/2023-04-21,True,True,2,-8.68,0.84,-10.75,18.31,False
MAGADSUGAR,2023-04-15/2023-04-21,True,True,3,-3.54,6.94,-4.08,10.17,False
RAMKY,2023-04-15/2023-04-21,True,True,7,-5.32,8.85,-8.03,4.96,False
TATAMTRDVR,2023-04-15/2023-04-21,True,False,12,37.92,41.13,-1.37,37.92,False
WABAG,2023-04-15/2023-04-21,True,False,12,32.46,33.12,-2.35,32.46,False
BANCOINDIA,2023-04-22/2023-04-28,True,False,12,26.52,29.99,-3.81,26.52,False
BANSWRAS,2023-04-22/2023-04-28,True,False,12,-5.55,17.03,-9.93,-5.55,False
BLKASHYAP,2023-04-22/2023-04-28,True,True,5,-4.96,10.17,-6.23,9.53,False
CCL,2023-04-22/2023-04-28,True,False,12,3.68,23.82,-7.28,3.68,False
CHENNPETRO,2023-04-22/2023-04-28,True,False,12,45.21,50.33,-4.56,45.21,True
GANECOS,2023-04-22/2023-04-28,True,True,4,-2.53,11.13,-4.9,3.52,False
GET&D,2023-04-22/2023-04-28,False,False,11,150.37,154.52,-2.69,,False
GLENMARK,2023-04-22/2023-04-28,True,False,12,33.77,34.1,-4.75,33.77,False
IRCON,2023-04-22/2023-04-28,True,False,12,24.2,26.87,-0.13,24.2,False
JASH,2023-04-22/2023-04-28,True,False,12,30.24,37.18,-1.99,30.24,False
KEI,2023-04-22/2023-04-28,True,False,12,33.51,46.32,-5.54,33.51,True
LUMAXIND,2023-04-22/2023-04-28,True,False,12,1.17,12.75,-14.27,1.17,False
NESTLEIND,2023-04-22/2023-04-28,True,False,12,5.42,7.32,-2.41,5.42,False
OFSS,2023-04-22/2023-04-28,True,True,2,-2.02,2.7,-5.72,6.39,True
ORIENTHOT,2023-04-22/2023-04-28,True,True,2,-0.39,7.87,-3.63,-1.49,True
THEMISMED,2023-04-22/2023-04-28,True,True,5,-7.44,7.15,-8.61,-4.22,False
WELSPUNIND,2023-04-22/2023-04-28,True,False,12,12.99,19.44,-1.13,12.99,False
ABB,2023-04-29/2023-05-05,True,False,12,21.13,23.76,-0.23,21.13,False
CHOLAFIN,2023-04-29/2023-05-05,True,False,12,14.91,22.69,-1.41,14.91,True
DATAMATICS,2023-04-29/2023-05-05,True,False,12,21.61,52.48,-4.03,21.61,True
DYNAMATECH,2023-04-29/2023-05-05,True,False,12,24.08,28.55,-2.69,24.08,False
ENGINERSIN,2023-04-29/2023-05-05,True,False,12,55.48,56.54,-5.68,55.48,False
GOODYEAR,2023-04-29/2023-05-05,True,True,7,-4.57,3.71,-6.04,14.17,False
INDHOTEL,2023-04-29/2023-05-05,True,False,12,7.89,11.85,-3.44,7.89,True
INDIAMART,2023-04-29/2023-05-05,True,True,2,-6.35,0.96,-6.94,-48.21,True
KEI,2023-04-29/2023-05-05,True,False,12,24.81,44.14,-2.1,24.81,True
M&MFIN,2023-04-29/2023-05-05,True,False,12,4.61,21.0,-2.74,4.61,False
MANINDS,2023-04-29/2023-05-05,True,False,12,24.73,44.06,-4.46,24.73,False
MRF,2023-04-29/2023-05-05,True,True,2,-2.42,1.33,-3.52,3.97,True
RITES,2023-04-29/2023-05-05,True,True,2,-11.73,3.64,-12.16,9.49,False
SANGHVIMOV,2023-04-29/2023-05-05,True,False,12,48.63,53.61,-10.71,48.63,False
STARCEMENT,2023-04-29/2023-05-05,True,True,2,-5.38,1.54,-6.15,9.31,False
VINDHYATEL,2023-04-29/2023-05-05,True,False,12,9.66,20.79,-1.69,9.66,False
ADORWELD,2023-05-06/2023-05-12,True,True,6,-7.64,6.75,-8.4,-8.25,False
ARTEMISMED,2023-05-06/2023-05-12,True,False,12,49.22,61.72,-1.2,49.22,True
BANCOINDIA,2023-05-06/2023-05-12,True,True,2,-1.7,8.22,-7.26,25.67,False
BBL,2023-05-06/2023-05-12,True,False,12,22.26,31.19,-7.11,22.26,False
CEATLTD,2023-05-06/2023-05-12,True,False,12,32.01,41.66,-5.36,32.01,True
CERA,2023-05-06/2023-05-12,True,True,9,-1.67,14.63,-2.32,10.73,True
CHALET,2023-05-06/2023-05-12,True,True,6,-2.62,7.58,-4.0,16.4,True
ELECON,2023-05-06/2023-05-12,True,False,12,53.66,59.35,-1.98,53.66,False
ELECTCAST,2023-05-06/2023-05-12,True,False,12,36.96,40.95,-4.77,36.96,True
FSL,2023-05-06/2023-05-12,True,True,6,-2.98,4.77,-3.86,13.86,True
GODREJIND,2023-05-06/2023-05-12,True,False,12,0.15,10.24,-3.54,0.15,True
IONEXCHANG,2023-05-06/2023-05-12,True,True,5,-89.48,10.2,-89.84,-87.45,False
KEC,2023-05-06/2023-05-12,True,False,12,24.2,31.89,-10.19,24.2,True
KEI,2023-05-06/2023-05-12,True,False,12,18.58,37.66,-6.5,18.58,True
MANINDS,2023-05-06/2023-05-12,True,False,12,42.23,50.07,-1.84,42.23,True
MENONBE,2023-05-06/2023-05-12,True,False,12,1.93,12.21,-5.08,1.93,False
MUTHOOTCAP,2023-05-06/2023-05-12,True,True,2,-3.86,5.08,-8.25,27.28,True
PITTIENG,2023-05-06/2023-05-12,True,False,12,45.47,54.89,-5.66,45.47,False
POLYCAB,2023-05-06/2023-05-12,True,False,12,35.73,44.82,-3.08,35.73,True
RATEGAIN,2023-05-06/2023-05-12,True,True,2,-4.13,6.48,-5.26,16.18,True
SALZERELEC,2023-05-06/2023-05-12,True,False,12,7.13,12.58,-20.22,7.13,False
SIEMENS,2023-05-06/2023-05-12,True,True,2,-10.08,0.29,-15.33,-3.53,True
STYLAMIND,2023-05-06/2023-05-12,True,False,12,11.37,18.37,-2.46,11.37,True
TATAMTRDVR,2023-05-06/2023-05-12,True,False,12,49.81,62.94,-2.13,49.81,True
VESUVIUS,2023-05-06/2023-05-12,True,False,12,74.05,88.79,-7.53,74.05,True
VINDHYATEL,2023-05-06/2023-05-12,True,True,4,-7.54,9.56,-9.14,1.05,True
VOLTAMP,2023-05-06/2023-05-12,True,False,12,44.62,51.59,-1.52,44.62,False
WABAG,2023-05-06/2023-05-12,True,False,12,17.9,27.78,-8.79,17.9,True
AJMERA,2023-05-13/2023-05-19,True,True,3,-3.79,2.96,-6.2,9.79,True
AXISCADES,2023-05-13/2023-05-19,True,False,12,44.8,56.17,-7.3,44.8,True
BEPL,2023-05-13/2023-05-19,True,True,4,-4.13,21.91,-6.06,-33.02,True
CARERATING,2023-05-13/2023-05-19,True,False,12,7.72,12.89,-10.14,7.72,True
CHALET,2023-05-13/2023-05-19,True,True,5,-5.18,4.75,-6.53,14.57,True
CREDITACC,2023-05-13/2023-05-19,True,True,4,-3.77,5.68,-4.48,14.23,True
GLOBUSSPR,2023-05-13/2023-05-19,True,True,11,-5.75,30.17,-7.0,3.62,True
HERCULES,2023-05-13/2023-05-19,True,False,12,33.6,38.62,-6.29,33.6,True
JUBLINDS,2023-05-13/2023-05-19,True,False,12,22.87,23.95,-5.46,22.87,True
KOKUYOCMLN,2023-05-13/2023-05-19,True,False,12,59.7,68.97,-1.02,59.7,True
KUANTUM,2023-05-13/2023-05-19,True,False,12,13.87,25.12,-13.96,13.87,False
L&TFH,2023-05-13/2023-05-19,True,False,12,24.32,40.34,-2.3,24.32,False
LEMONTREE,2023-05-13/2023-05-19,True,True,2,-2.27,5.32,-3.32,-0.16,False
LINCOLN,2023-05-13/2023-05-19,True,False,12,7.22,14.59,-16.07,7.22,True
NITINSPIN,2023-05-13/2023-05-19,True,True,2,-4.45,3.77,-6.42,-7.19,False
SHANTIGEAR,2023-05-13/2023-05-19,True,False,12,6.22,16.17,-1.15,6.22,True
SOMANYCERA,2023-05-13/2023-05-19,True,False,12,10.23,34.31,-0.02,10.23,True
TATAMOTORS,2023-05-13/2023-05-19,True,False,12,16.54,26.75,-3.02,16.54,False
TATAMTRDVR,2023-05-13/2023-05-19,True,False,12,45.84,58.94,-4.06,45.84,True
TEGA,2023-05-13/2023-05-19,True,False,12,42.94,47.02,-2.28,42.94,False
BALKRISIND,2023-05-20/2023-05-26,True,False,12,2.34,10.51,-4.79,2.34,True
CUMMINSIND,2023-05-20/2023-05-26,True,False,12,-1.41,12.78,-3.12,-1.41,True
DELTACORP,2023-05-20/2023-05-26,True,True,7,-22.62,9.31,-26.14,-24.01,False
IOC,2023-05-20/2023-05-26,True,True,4,-1.11,3.77,-1.83,1.22,True
KAJARIACER,2023-05-20/2023-05-26,True,True,5,-0.89,4.43,-3.93,15.22,True
KOVAI,2023-05-20/2023-05-26,True,False,12,11.16,27.12,-8.32,11.16,False
L&TFH,2023-05-20/2023-05-26,True,False,12,14.61,36.12,-0.58,14.61,False
METROBRAND,2023-05-20/2023-05-26,True,False,12,15.37,18.59,-2.29,15.37,True
MUTHOOTFIN,2023-05-20/2023-05-26,True,False,12,11.06,23.43,-1.25,11.06,True
NAUKRI,2023-05-20/2023-05-26,True,False,12,0.95,20.11,-2.82,0.95,True
NLCINDIA,2023-05-20/2023-05-26,True,False,12,28.91,45.58,-6.85,28.91,True
PGEL,2023-05-20/2023-05-26,True,True,8,-7.3,7.11,-7.93,2.25,True
REVATHI,2023-05-20/2023-05-26,False,False,6,2.1,13.48,-4.75,,False
SCHNEIDER,2023-05-20/2023-05-26,True,False,12,39.8,46.92,-1.16,39.8,True
VRLLOG,2023-05-20/2023-05-26,True,True,4,-9.35,0.0,-10.21,-11.63,True
WABAG,2023-05-20/2023-05-26,True,False,12,11.53,21.99,-0.92,11.53,True
ZOMATO,2023-05-20/2023-05-26,True,False,12,31.78,51.7,-2.21,31.78,False
5PAISA,2023-05-27/2023-06-02,True,True,2,-1.86,5.79,-2.54,21.17,False
ACE,2023-05-27/2023-06-02,True,True,3,-8.46,0.72,-8.78,51.28,True
AIAENG,2023-05-27/2023-06-02,True,False,12,18.25,20.04,-2.69,18.25,True
APOLLOHOSP,2023-05-27/2023-06-02,True,True,11,-2.41,7.97,-4.79,-2.06,True
ARMANFIN,2023-05-27/2023-06-02,True,False,12,18.03,30.58,-6.61,18.03,True
BIRLACORPN,2023-05-27/2023-06-02,True,True,10,-2.46,8.19,-3.16,-3.14,False
CRAFTSMAN,2023-05-27/2023-06-02,True,False,12,26.54,30.03,-1.05,26.54,False
FORCEMOT,2023-05-27/2023-06-02,True,False,12,75.8,87.75,-5.13,75.8,False
GENUSPOWER,2023-05-27/2023-06-02,True,False,12,140.21,146.27,-3.71,140.21,True
GREENLAM,2023-05-27/2023-06-02,True,False,12,23.62,40.27,-2.41,23.62,True
HEROMOTOCO,2023-05-27/2023-06-02,True,True,2,-2.68,3.98,-3.61,0.03,False
INDHOTEL,2023-05-27/2023-06-02,True,False,12,-1.01,3.14,-4.89,-1.01,False
JKCEMENT,2023-05-27/2023-06-02,True,True,11,-3.3,8.93,-4.77,-0.19,True
MAHLIFE,2023-05-27/2023-06-02,True,False,12,17.01,21.92,-2.67,17.01,False
MAXIND,2023-05-27/2023-06-02,True,False,12,45.68,86.16,-2.63,45.68,True
MAZDOCK,2023-05-27/2023-06-02,True,False,12,117.42,141.37,-0.66,117.42,True
NDRAUTO,2023-05-27/2023-06-02,True,True,8,-8.68,16.16,-15.66,-4.08,True
PFC,2023-05-27/2023-06-02,True,False,12,40.98,44.71,-0.57,40.98,False
POLYCAB,2023-05-27/2023-06-02,True,True,3,-4.33,0.98,-5.67,39.6,False
RECLTD,2023-05-27/2023-06-02,True,False,12,65.03,69.59,-1.45,65.03,False
SANSERA,2023-05-27/2023-06-02,True,False,12,14.16,20.27,-2.08,14.16,True
SWARAJENG,2023-05-27/2023-06-02,True,False,12,2.76,17.3,-2.01,2.76,False
TALBROAUTO,2023-05-27/2023-06-02,True,False,12,73.95,93.27,-0.41,73.95,False
UJJIVANSFB,2023-05-27/2023-06-02,True,False,12,36.63,45.68,-2.47,36.63,False
VENUSREM,2023-05-27/2023-06-02,True,False,12,53.91,61.78,-8.92,53.91,True
WELCORP,2023-05-27/2023-06-02,True,False,12,17.7,27.74,-4.24,17.7,True
WESTLIFE,2023-05-27/2023-06-02,True,False,12,7.47,15.69,-3.97,7.47,False
AIAENG,2023-06-03/2023-06-09,True,False,12,14.84,16.08,-3.86,14.84,False
AJANTPHARM,2023-06-03/2023-06-09,True,False,12,17.72,23.66,-5.46,17.72,False
APOLLOPIPE,2023-06-03/2023-06-09,True,True,10,-2.55,12.73,-3.82,-3.63,False
ARTEMISMED,2023-06-03/2023-06-09,True,False,12,36.12,44.21,-1.55,36.12,False
BRITANNIA,2023-06-03/2023-06-09,True,True,8,-2.05,7.58,-3.04,-8.46,False
DHAMPURSUG,2023-06-03/2023-06-09,True,True,9,-4.74,5.76,-6.62,-7.78,False
GENUSPOWER,2023-06-03/2023-06-09,True,False,12,161.06,166.3,-1.11,161.06,False
HAL,2023-06-03/2023-06-09,True,False,12,4.97,10.12,-4.66,4.97,False
HBLPOWER,2023-06-03/2023-06-09,True,False,12,95.23,109.89,-0.32,95.23,False
HIL,2023-06-03/2023-06-09,True,True,6,-4.18,7.59,-7.24,-1.65,False
JKIL,2023-06-03/2023-06-09,True,False,12,45.85,48.47,0.0,45.85,False
JUSTDIAL,2023-06-03/2023-06-09,True,True,2,-2.73,5.3,-2.99,1.61,False
MAZDOCK,2023-06-03/2023-06-09,True,False,12,81.62,96.54,-1.7,81.62,True
MPSLTD,2023-06-03/2023-06-09,True,True,2,-10.57,4.03,-11.56,24.94,False
NLCINDIA,2023-06-03/2023-06-09,True,False,12,35.97,39.1,-4.82,35.97,False
PAYTM,2023-06-03/2023-06-09,True,True,7,-6.77,11.81,-8.1,4.78,False
PITTIENG,2023-06-03/2023-06-09,True,False,12,71.31,73.68,-7.27,71.31,True
PRIMESECU,2023-06-03/2023-06-09,True,False,12,18.25,21.09,-2.52,18.25,False
SARDAEN,2023-06-03/2023-06-09,True,True,8,-84.86,57.97,-85.34,-81.37,False
SHARDACROP,2023-06-03/2023-06-09,True,True,2,-5.62,1.07,-6.03,-19.98,False
SNOWMAN,2023-06-03/2023-06-09,True,False,12,23.17,26.66,-5.17,23.17,False
STAR,2023-06-03/2023-06-09,True,False,12,9.99,22.76,-0.78,9.99,False
SWARAJENG,2023-06-03/2023-06-09,True,True,2,-1.03,5.64,-1.5,-3.2,False
TATACOMM,2023-06-03/2023-06-09,True,False,12,25.5,27.44,-1.96,25.5,False
TEXRAIL,2023-06-03/2023-06-09,True,False,12,118.66,130.97,-3.54,118.66,False
TORNTPOWER,2023-06-03/2023-06-09,True,True,2,-5.91,1.01,-6.6,-2.32,True
AJMERA,2023-06-10/2023-06-16,True,True,10,-8.12,11.16,-10.48,4.68,False
APOLLOHOSP,2023-06-10/2023-06-16,True,True,7,-4.59,2.76,-5.05,-4.5,False
ARTEMISMED,2023-06-10/2023-06-16,True,False,12,25.49,38.92,-6.07,25.49,False
ASHOKLEY,2023-06-10/2023-06-16,True,False,12,10.6,15.36,-3.83,10.6,False
BERGEPAINT,2023-06-10/2023-06-16,True,False,12,6.44,7.77,-2.79,6.44,False
CENTURYPLY,2023-06-10/2023-06-16,True,False,12,9.22,13.18,-5.17,9.22,False
DALBHARAT,2023-06-10/2023-06-16,True,True,3,-4.76,1.18,-5.02,3.02,False
GABRIEL,2023-06-10/2023-06-16,True,False,12,62.22,76.12,-3.79,62.22,False
GENUSPOWER,2023-06-10/2023-06-16,True,False,12,147.93,160.99,-5.63,147.93,False
GODREJIND,2023-06-10/2023-06-16,True,True,5,-5.08,3.79,-5.99,15.85,False
GODREJPROP,2023-06-10/2023-06-16,True,False,12,10.7,15.65,-3.32,10.7,False
GOKEX,2023-06-10/2023-06-16,True,False,12,59.17,82.31,-2.12,59.17,False
GPIL,2023-06-10/2023-06-16,True,False,12,33.05,38.28,-0.65,33.05,False
HPL,2023-06-10/2023-06-16,True,False,12,114.27,147.16,-0.64,114.27,False
IDFCFIRSTB,2023-06-10/2023-06-16,True,False,12,16.28,22.8,-7.87,16.28,False
IRISDOREME,2023-06-10/2023-06-16,True,True,8,-76.36,14.35,-78.8,-82.37,False
JKIL,2023-06-10/2023-06-16,True,False,12,32.47,36.96,-5.46,32.47,False
KALYANKJIL,2023-06-10/2023-06-16,True,False,12,83.96,95.45,-9.33,83.96,False
KARURVYSYA,2023-06-10/2023-06-16,True,True,9,-9.21,7.03,-10.1,1.09,False
KIRLFER,2023-06-10/2023-06-16,True,False,12,-0.45,8.18,-8.63,-0.45,False
L&TFH,2023-06-10/2023-06-16,True,False,12,8.83,17.96,-3.28,8.83,False
LINDEINDIA,2023-06-10/2023-06-16,True,False,12,45.66,51.45,-4.53,45.66,False
MRPL,2023-06-10/2023-06-16,True,False,12,30.6,37.01,-0.14,30.6,False
MSTCLTD,2023-06-10/2023-06-16,True,False,12,22.42,39.39,-1.85,22.42,False
NAHARINDUS,2023-06-10/2023-06-16,True,True,3,-2.12,8.32,-3.22,10.99,False
NAZARA,2023-06-10/2023-06-16,True,True,4,-3.16,7.78,-12.14,27.03,False
OBEROIRLTY,2023-06-10/2023-06-16,True,False,12,15.87,16.65,-4.22,15.87,False
OFSS,2023-06-10/2023-06-16,True,False,12,12.2,12.61,-3.56,12.2,False
PCBL,2023-06-10/2023-06-16,True,False,12,8.02,10.83,-6.64,8.02,False
POLYMED,2023-06-10/2023-06-16,True,True,4,-3.3,13.93,-6.85,20.29,False
ROTO,2023-06-10/2023-06-16,True,True,2,-4.71,1.89,-8.7,-55.92,False
SARDAEN,2023-06-10/2023-06-16,True,True,7,-86.31,42.86,-86.74,-83.31,False
SMLT,2023-06-10/2023-06-16,True,True,8,-11.87,15.1,-14.22,2.96,False
TATACOMM,2023-06-10/2023-06-16,True,True,3,-5.22,1.83,-7.5,15.31,False
TRENT,2023-06-10/2023-06-16,True,True,4,-1.56,4.52,-3.32,21.7,False
UGARSUGAR,2023-06-10/2023-06-16,True,True,8,-12.41,10.58,-15.09,-7.61,False
VIPCLOTHNG,2023-06-10/2023-06-16,True,True,6,-3.67,15.36,-14.59,-11.88,False
WELENT,2023-06-10/2023-06-16,True,False,12,49.32,67.74,-1.24,49.32,False
WINDLAS,2023-06-10/2023-06-16,True,False,12,22.52,37.1,-4.87,22.52,False
ZYDUSLIFE,2023-06-10/2023-06-16,True,False,12,13.99,21.36,-0.57,13.99,False
EXIDEIND,2023-06-17/2023-06-23,True,False,12,14.17,19.07,-2.53,14.17,False
KKCL,2023-06-17/2023-06-23,True,False,12,31.24,38.44,-2.17,31.24,False
PTC,2023-06-17/2023-06-23,True,False,12,26.2,34.23,-7.9,26.2,False
RICOAUTO,2023-06-17/2023-06-23,True,True,5,-5.18,7.06,-6.05,-19.68,False
ROLEXRINGS,2023-06-17/2023-06-23,True,False,12,8.79,13.09,-4.83,8.79,False
SHALBY,2023-06-17/2023-06-23,True,False,12,41.05,54.87,-1.51,41.05,False
VGUARD,2023-06-17/2023-06-23,True,False,12,17.48,26.46,-1.74,17.48,False
63MOONS,2023-06-24/2023-06-30,True,False,12,22.07,49.05,-8.68,22.07,False
ABCAPITAL,2023-06-24/2023-06-30,True,True,3,-5.73,1.12,-7.97,-11.19,False
AMARAJABAT,2023-06-24/2023-06-30,True,True,3,-9.28,3.05,-11.42,-7.65,False
CENTURYTEX,2023-06-24/2023-06-30,True,False,12,25.24,31.41,-2.94,25.24,False
